0;0.01
10.62;0.412
28.5;0.557
101.9;0.701
117.5;0.956
145.7;1.098
168.6;1.266
177.3;1.367
183.5;1.484
186.2;1.626
176.1;1.994
171.33;2.092
159.7;2.303
142.76;2.613
128.4;2.922
113.4;3.357
100.5;3.925
90.3;4.581
87.6;4.895
86;5.058
83.1;5.538
83.1;5.538
84.6;6.003
89.4;7.479
94.8;8.061
115.3;9.293
137.3;10.135
167.8;11.014
180.8;14.423
