0.1285;7.938
0.1381;8.56
0.1593;9.253
0.2196;10.696
0.296;12.048
-0.0014;0.01
0.0267;0.448
0.2522;0.722
0.447;0.839
0.972;1.152
1.09;1.372
1.042;1.238
1.074;1.313
1.074;1.421
1.042;1.512
0.903;1.697
0.572;2.16
0.433;2.44
0.27;2.995
0.1949;3.561
0.1572;4.125
0.1198;5.572
0.1198;7.055
