aexp,Texphi
1.6233766233766234,3.7
1.9882221938175144,14.6
3.670091982210643,32.4
3.3219775859871956,56.3
3.197681104479255,85.7
3.6490884219180244,119.7
3.278896022210752,157.6
3.136442829590919,198.9
2.8457007392872136,243.
2.5816282364997214,289.4
2.2714811284911365,337.7
1.9411818190555101,387.7
1.2673441015349927,439.
0.7691615933106215,491.5
0.7259175340871518,544.9
1.4872139525532366,599.2
1.8240306574481042,625.6
1.5393310732373342,654.3
0.5258320763680494,709.9
